epoch,acc,categorical_crossentropy,loss,val_acc,val_categorical_crossentropy,val_loss
0,0.49330357142857145,0.7966066173144749,1.0472709792000907,0.6083333343267441,0.6831554025411606,1.4399526119232178
1,0.5558035714285714,0.7338453999587468,1.023856622832162,0.6066666394472122,0.7004247903823853,1.4571887850761414
2,0.6339285714285714,0.6308863290718624,0.9931764049189431,0.6599999964237213,0.5982604473829269,1.354986846446991
3,0.671875,0.6026027883802142,0.9758300312927791,0.7333333194255829,0.5413858741521835,1.2980746030807495
4,0.6986607142857143,0.5558065197297505,0.955992579460144,0.7216666638851166,0.5495706647634506,1.3062211573123932
5,0.7589285714285714,0.49024961463042666,0.9491836854389736,0.6916666626930237,0.5806229561567307,1.337234377861023
6,0.7366071428571429,0.5227719460214887,0.9373120495251247,0.7466666847467422,0.514324426651001,1.2708971202373505
7,0.8169642857142857,0.4234060261930738,0.9184383409363883,0.7633333206176758,0.48547255992889404,1.2420055270195007
8,0.796875,0.4687338577849524,0.9162651939051492,0.776666671037674,0.48642782121896744,1.242921143770218
9,0.8616071428571429,0.36878424670015064,0.8984374020780835,0.7783333212137222,0.48979732394218445,1.246250957250595
10,0.828125,0.4027490253959383,0.9027650782040187,0.7400000095367432,0.5289568305015564,1.2853712141513824
11,0.8370535714285714,0.38572168350219727,0.8930774118219104,0.7466666549444199,0.5225467011332512,1.2789209187030792
12,0.8571428571428571,0.34530448487826754,0.8801251181534359,0.7666666805744171,0.5127028673887253,1.2690379619598389
13,0.859375,0.3341896193368094,0.8806316128798893,0.7800000011920929,0.49131736904382706,1.2476123571395874
14,0.8794642857142857,0.30247538323913303,0.8702626696654728,0.7583333253860474,0.5311863422393799,1.2874411940574646
15,0.8861607142857143,0.31954625461782726,0.8644504291670663,0.7749999910593033,0.48561982065439224,1.241834282875061
16,0.9084821428571429,0.2702856021268027,0.853426069021225,0.7749999910593033,0.4984643757343292,1.2546387016773224
17,0.921875,0.25527869164943695,0.8460702427795955,0.7716666609048843,0.5192049965262413,1.2753393650054932
18,0.9040178571428571,0.24599857947656087,0.8447481521538326,0.7899999916553497,0.47948338836431503,1.2355769872665405
19,0.921875,0.21980616556746618,0.8342706092766353,0.7933333367109299,0.5363703891634941,1.2924235165119171
20,0.9352678571428571,0.22075896710157394,0.838982343673706,0.7800000011920929,0.5502307415008545,1.3062435984611511
21,0.921875,0.20946984418800899,0.8266032593590873,0.7849999964237213,0.5314171090722084,1.2873890399932861
22,0.9352678571428571,0.18578059545585088,0.8212257921695709,0.7883333414793015,0.5438349395990372,1.299766719341278
23,0.9330357142857143,0.18130849780780928,0.8160203397274017,0.7883333265781403,0.5582213550806046,1.3141119182109833
24,0.9441964285714286,0.1656646579504013,0.8182352185249329,0.7783333212137222,0.6176360845565796,1.3734860718250275
25,0.9486607142857143,0.15692944531994207,0.8097381506647382,0.7783333212137222,0.6056555807590485,1.3614644706249237
26,0.9464285714285714,0.14281694644263812,0.8045788492475238,0.7816666662693024,0.6244311928749084,1.380199134349823
27,0.9620535714285714,0.13046459348074027,0.8024445814745766,0.7699999809265137,0.6080545037984848,1.3637816309928894
28,0.9620535714285714,0.12761204689741135,0.8014819579465049,0.7883333414793015,0.6348580569028854,1.390544056892395
29,0.9732142857142857,0.11675946547516755,0.7998580251421247,0.7950000166893005,0.6190477311611176,1.3746931552886963
30,0.9598214285714286,0.12154502208743777,0.8021431309836251,0.7966666668653488,0.5862269550561905,1.341831386089325
31,0.9665178571428571,0.12144463695585728,0.7936540203435081,0.7816666513681412,0.5964576005935669,1.352021485567093
32,0.9709821428571429,0.10119546018540859,0.7901782989501953,0.7916666567325592,0.5855989158153534,1.3411214053630829
33,0.96875,0.10017159368310656,0.7913142229829516,0.8149999976158142,0.593484491109848,1.348965585231781
34,0.9665178571428571,0.10406042928142208,0.7922634610107967,0.8100000023841858,0.5896338820457458,1.345073938369751
35,0.9642857142857143,0.09104996334229197,0.7878159284591675,0.8149999976158142,0.6048017740249634,1.3602008819580078
36,0.9799107142857143,0.07060492331428188,0.7812082724911826,0.7999999970197678,0.6391879022121429,1.3945461511611938
37,0.9665178571428571,0.09207172425729888,0.786838948726654,0.7933333516120911,0.6227396130561829,1.378056526184082
38,0.984375,0.06796740594186954,0.7813952948365893,0.7916666567325592,0.6505356132984161,1.4058115482330322
39,0.984375,0.07683460946593966,0.7818948967116219,0.7899999916553497,0.6671656519174576,1.4223999381065369
40,0.9732142857142857,0.07237505141113486,0.7803154928343636,0.8016666769981384,0.6880661696195602,1.443259596824646
41,0.9732142857142857,0.08101784318153347,0.7826652271406991,0.7883333414793015,0.6832014620304108,1.4383538663387299
42,0.9866071428571429,0.06004120708842363,0.7753027166639056,0.800000011920929,0.6962135583162308,1.4513246417045593
43,0.9821428571428571,0.06604724723313536,0.7798183475221906,0.7750000059604645,0.7739548087120056,1.5290252566337585
44,0.9754464285714286,0.08383088758481401,0.7863639422825405,0.773333340883255,0.714358925819397,1.4693885445594788
45,0.9821428571428571,0.054214070950235636,0.7753183841705322,0.776666671037674,0.7083700150251389,1.463358849287033
46,0.9866071428571429,0.04754518012383154,0.7695064970425197,0.776666671037674,0.7257977724075317,1.4807450473308563
47,0.9821428571428571,0.05318206122943333,0.774133311850684,0.7783333361148834,0.7092579007148743,1.4641641974449158
48,0.9933035714285714,0.04038873394685132,0.7692622244358063,0.7883333414793015,0.7182236611843109,1.473087728023529
49,0.9933035714285714,0.03950789038624082,0.7714869890894208,0.786666676402092,0.6318495124578476,1.3866724073886871
50,0.9866071428571429,0.04826320188918284,0.7713882497378758,0.8050000071525574,0.6243870854377747,1.379168689250946
51,0.9933035714285714,0.035273978752749305,0.7677159224237714,0.7866666615009308,0.7698629349470139,1.5246029496192932
52,0.9888392857142857,0.04072210804692337,0.7691135704517365,0.7833333164453506,0.7192398309707642,1.4739380180835724
53,0.9776785714285714,0.05533908187810864,0.7742446107523782,0.7849999964237213,0.7617919147014618,1.5164488554000854
54,0.9910714285714286,0.03432054990636451,0.7657078802585602,0.7749999910593033,0.7438258826732635,1.4984415173530579
55,0.9977678571428571,0.02952240124743964,0.7657357326575688,0.7916666567325592,0.7363831400871277,1.4909570217132568
